name
background
left root
    left Basic cell groups and regions
        left Cerebrum
            left Cerebral cortex
                left Cortical plate
                    left Isocortex
    right fiber tracts
        right cranial nerves
            right vomeronasal nerve
            right olfactory nerve
                right olfactory nerve layer of main olfactory bulb
"                right lateral olfactory tract, general"
"                    right lateral olfactory tract, body"
                    right dorsal limb
"                right anterior commissure, olfactory limb"
            right optic nerve
                right brachium of the superior colliculus
                right superior colliculus commissure
                right optic chiasm
                right optic tract
            right oculomotor nerve
                right medial longitudinal fascicle
                right posterior commissure
            right trochlear nerve
            right trigeminal nerve
                right motor root of the trigeminal nerve
                right sensory root of the trigeminal nerve
                    right spinal tract of the trigeminal nerve
            right facial nerve
                right genu of the facial nerve
            right vestibulocochlear nerve
                right vestibular nerve
                right cochlear nerve
                    right trapezoid body
                    right dorsal acoustic stria
                    right lateral lemniscus
                    right inferior colliculus commissure
                    right brachium of the inferior colliculus
            right vagus nerve
                right solitary tract
            right dorsal roots
                right cervicothalamic tract
                    right dorsal column
                        right cuneate fascicle
                    right medial lemniscus
        right cerebellum related fiber tracts
            right cerebellar commissure
            right cerebellar peduncles
                right superior cerebelar peduncles
                    right superior cerebellar peduncle decussation
                    right uncinate fascicle
                    right ventral spinocerebellar tract
                right middle cerebellar peduncle
                right inferior cerebellar peduncle
                    right dorsal spinocerebellar tract
            right arbor vitae
        right supra-callosal cerebral white matter
        right lateral forebrain bundle system
            right corpus callosum
"                right corpus callosum, anterior forceps"
                    right external capsule
"                right corpus callosum, extreme capsule"
                right genu of corpus callosum
"                right corpus callosum, posterior forceps"
"                right corpus callosum, body"
"                right corpus callosum, splenium"
            right corticospinal tract
                right internal capsule
                right cerebal peduncle
                right pyramid
                right pyramidal decussation
            right thalamus related
                right external medullary lamina of the thalamus
                right optic radiation
                right auditory radiation
        right extrapyramidal fiber systems
            right cerebral nuclei related
                right nigrostriatal tract
            right tectospinal pathway
                right direct tectospinal pathway
                right doral tegmental decussation
                right crossed tectospinal pathway
            right rubrospinal tract
                right ventral tegmental decussation
        right medial forebrain bundle system
            right cerebrum related
                right amygdalar capsule
"                right anterior commissure, temporal limb"
                right cingulum bundle
                right fornix system
                    right alveus
                    right dorsal fornix
                    right fimbria
                    right postcommissural fornix
                        right medial corticohypothalamic tract
                        right columns of the fornix
                    right hippocampal commissures
                        right dorsal hippocampal commissure
                        right ventral hippocampal commissure
                right stria terminalis
                    right commissural branch of stria terminalis
            right hypothalamus related
                right medial forebrain bundle
                right supraoptic commissures
                right mammillary related
                    right principal mammillary tract
                    right mammillothalamic tract
                    right mammillotegmental tract
                    right mammillary peduncle
                right epithalamus related
                    right stria medullaris
                    right fasciculus retroflexus
                    right habenular commissure
    right ventricular systems
        right lateral ventricle
            right subependymal zone
            right choroid plexus
        right third ventricle
        right cerebral aqueduct
        right fourth ventricle
            right lateral recess
"        right central canal, spinal cord/medulla"
                            right dorsal hippocampus
                            right ventral hippocampus
